"id","commodity","classification","grade","sex","market","wholesale","retail","supply_volume","county","date"
1057,"Red Sorghum","-","-","-","Nyamakima","70.00/Kg","80.00/Kg",NULL,"Nairobi","2024-02-21"
1058,"Red Sorghum","-","-","-","Kangeta","70.00/Kg","80.00/Kg","700.00","Meru","2024-02-21"
1059,"Wheat","-","-","-","Daraja Mbili","61.11/Kg","100.00/Kg","360.00","Kisii","2023-01-24"
1060,"Wheat","-","-","-","Nakuru Wakulima","63.33/Kg","70.00/Kg","5670.00","Nakuru","2023-01-24"
1061,"Red Sorghum","-","-","-","Makutano Kirinyaga","28.89/Kg","35.00/Kg","800.00","Kirinyaga","2024-02-21"
1062,"Red Sorghum","-","-","-","Nyamakima","70.00/Kg","80.00/Kg",NULL,"Nairobi","2024-02-20"
1063,"Wheat","-","-","-","Kerugoya","70.00/Kg","100.00/Kg","1000.00","Kirinyaga","2023-01-24"
1064,"Wheat","-","-","-","Eldoret Main","90.00/Kg","100.00/Kg","3000.00","Uasin-Gishu","2023-01-24"
1065,"Red Sorghum","-","-","-","Maua","60.00/Kg","70.00/Kg","1500.00","Meru","2024-02-20"
1066,"Red Sorghum","-","-","-","Gikomba","72.22/Kg","100.00/Kg",NULL,"Nairobi","2024-02-20"
1067,"Wheat","-","-","-","Makutano West Pokot","100.00/Kg","170.00/Kg",NULL,"West-Pokot","2023-01-23"
1068,"Wheat","-","-","-","Kagio","111.11/Kg","120.00/Kg",NULL,"Kirinyaga","2023-01-23"
1069,"Wheat","-","-","-","Nakuru Wakulima","63.33/Kg","70.00/Kg",NULL,"Nakuru","2023-01-23"
1070,"Red Sorghum","-","-","-","Nakuru Wakulima","60.00/Kg"," - ",NULL,"Nakuru","2024-02-20"
1071,"Red Sorghum","-","-","-","Chuka","60.00/Kg","90.00/Kg","3000.00","Tharaka-Nithi","2024-02-20"
1072,"Wheat","-","-","-","Kitale Municipality Market","100.00/Kg","125.00/Kg","200.00","Trans-Nzoia","2023-01-23"
1073,"Wheat","-","-","-","Kasuku","60.00/Kg","90.00/Kg","50.00","Nyandarua","2023-01-22"
1074,"Wheat","-","-","-","Kiminini - Kitale","100.00/Kg","75.00/Kg","500.00","Trans-Nzoia","2023-01-22"
1075,"Red Sorghum","-","-","-","Bondeni","75.00/Kg","100.00/Kg","180.00","Trans-Nzoia","2024-02-20"
1076,"Red Sorghum","-","-","-","Ngurubani Market","30.00/Kg","35.00/Kg","800.00","Kirinyaga","2024-02-20"
1077,"Red Sorghum","-","-","-","Kabati Kitui","80.00/Kg","120.00/Kg","4500.00","Kitui","2024-02-19"
1078,"Wheat","-","-","-","Embu Town","88.89/Kg","125.00/Kg","1500.00","Embu","2023-01-21"
1079,"Wheat","-","-","-","Mpeketoni","150.00/Kg","200.00/Kg","240.00","Lamu","2023-01-21"
1080,"Red Sorghum","-","-","-","Rongo","44.44/Kg","47.39/Kg","4500.00","Migori","2024-02-19"
1081,"Red Sorghum","-","-","-","Nakuru Wakulima","60.00/Kg"," - ",NULL,"Nakuru","2024-02-19"
1082,"Wheat","-","-","-","Marikiti"," - ","80.00/Kg",NULL,"Mombasa","2023-01-20"
1083,"Wheat","-","-","-","Nakuru Wakulima","63.33/Kg","70.00/Kg",NULL,"Nakuru","2023-01-20"
1084,"Red Sorghum","-","-","-","Nyamakima","70.00/Kg","80.00/Kg",NULL,"Nairobi","2024-02-19"
1085,"Wheat","-","-","-","Kibuye"," - ","70.00/Kg",NULL,"Kisumu","2023-01-19"
1086,"Wheat","-","-","-","Nakuru Wakulima","63.33/Kg","70.00/Kg",NULL,"Nakuru","2023-01-19"
1087,"Wheat","-","-","-","Kitale Municipality Market","100.00/Kg","125.00/Kg","200.00","Trans-Nzoia","2023-01-19"
1088,"Red Sorghum","-","-","-","Nyamakima","70.00/Kg","80.00/Kg",NULL,"Nairobi","2024-02-19"
1089,"Red Sorghum","-","-","-","Kalundu","93.33/Kg","80.00/Kg",NULL,"Kitui","2024-02-19"
1090,"Wheat","-","-","-","Ugunja"," - ","115.00/Kg",NULL,"Siaya","2023-01-18"
1091,"Wheat","-","-","-","Kajiado Market","100.00/Kg","100.00/Kg","7000.00","Kajiado","2023-01-18"
1092,"Rice","Sindano","-","-","Molo"," - ","200.00/Kg","250.00","Nakuru","2024-03-09"
1093,"Red Sorghum","-","-","-","Ikonge"," - ","80.00/Kg","270.00","Nyamira","2024-02-18"
1094,"Red Sorghum","-","-","-","Ngurubani Market","27.78/Kg","35.00/Kg","550.00","Kirinyaga","2024-02-16"
1095,"Wheat","-","-","-","Marikiti"," - ","100.00/Kg",NULL,"Mombasa","2023-01-18"
1096,"Wheat","-","-","-","Nyeri open air","66.67/Kg","85.00/Kg",NULL,"Nyeri","2023-01-18"
1097,"Wheat","-","-","-","Nakuru Wakulima","63.33/Kg","70.00/Kg",NULL,"Nakuru","2023-01-18"
1098,"Rice","Pishori","-","-","Kabiyet Market","100.00/Kg","130.00/Kg","4000.00","Nandi","2024-03-08"
1099,"Rice","Sindano","-","-","Nakuru Wakulima","160.00/Kg"," - ",NULL,"Nakuru","2024-03-08"
1100,"Red Sorghum","-","-","-","Makutano Kirinyaga","27.78/Kg","70.00/Kg","500.00","Kirinyaga","2024-02-16"
1101,"Red Sorghum","-","-","-","Nakuru Wakulima","60.00/Kg"," - ",NULL,"Nakuru","2024-02-16"
1102,"Wheat","-","-","-","Chaka","61.11/Kg","80.00/Kg",NULL,"Nyeri","2023-01-18"
1103,"Wheat","-","-","-","Cheptiret - Uasin Gishu","90.00/Kg","100.00/Kg","5000.00","Uasin-Gishu","2023-01-18"
1104,"Rice","Pishori","-","-","Nakuru Wakulima","200.00/Kg"," - ",NULL,"Nakuru","2024-03-08"
1105,"Rice","Sindano","-","-","Daraja Mbili","140.00/Kg","160.00/Kg","46000.00","Kisii","2024-03-08"
1106,"Red Sorghum","-","-","-","Chwele","102.22/Kg","135.00/Kg","270.00","Bungoma","2024-02-16"
1107,"Wheat","-","-","-","Mpeketoni","150.00/Kg","200.00/Kg","110.00","Lamu","2023-01-18"
1108,"Wheat","-","-","-","Eldoret Main","90.00/Kg","100.00/Kg","2500.00","Uasin-Gishu","2023-01-18"
1109,"Rice","Pishori","-","-","Daraja Mbili","177.78/Kg","240.00/Kg","1300.00","Kisii","2024-03-08"
1110,"Rice","Pishori","-","-","Ngurubani Market","150.00/Kg","170.00/Kg","40000.00","Kirinyaga","2024-03-08"
1111,"Red Sorghum","-","-","-","Daraja Mbili","40.00/Kg","48.00/Kg","180.00","Kisii","2024-02-16"
1112,"Red Sorghum","-","-","-","Chuka","6000.00/Kg","90.00/Kg","3000.00","Tharaka-Nithi","2024-02-16"
1113,"Wheat","-","-","-","Kangemi Market","75.00/Kg","85.00/Kg",NULL,"Nairobi","2023-01-18"
1114,"Wheat","-","-","-","Marikiti"," - ","100.00/Kg",NULL,"Mombasa","2023-01-17"
1115,"Rice","Pishori","-","-","Makutano Kirinyaga","150.00/Kg","170.00/Kg","40000.00","Kirinyaga","2024-03-08"
1116,"Rice","Pishori","-","-","Kerugoya","160.00/Kg","180.00/Kg","2000.00","Kirinyaga","2024-03-07"
1117,"Red Sorghum","-","-","-","Rongo","39.49/Kg","47.39/Kg","3000.00","Migori","2024-02-15"
1118,"Red Sorghum","-","-","-","Aram","37.05/Kg","46.32/Kg","1800.00","Siaya","2024-02-15"
1119,"Wheat","-","-","-","Nakuru Wakulima","63.33/Kg","70.00/Kg",NULL,"Nakuru","2023-01-17"
1120,"Rice","Pishori","-","-","Rongo","156.00/Kg","132.56/Kg","5000.00","Migori","2024-03-07"
1121,"Rice","Pishori","-","-","Maua","180.00/Kg","200.00/Kg","5000.00","Meru","2024-03-07"
1122,"Rice","Sindano","-","-","Nakuru Wakulima","160.00/Kg"," - ",NULL,"Nakuru","2024-03-07"
1123,"Rice","Pishori","-","-","Nakuru Wakulima","200.00/Kg"," - ",NULL,"Nakuru","2024-03-07"
1124,"Red Sorghum","-","-","-","Nyeri open air","70.00/Kg","90.00/Kg",NULL,"Nyeri","2024-02-15"
1125,"Red Sorghum","-","-","-","Nakuru Wakulima","60.00/Kg"," - ","990.00","Nakuru","2024-02-15"
1126,"Wheat","-","-","-","Maua","88.89/Kg","120.00/Kg","900.00","Meru","2023-01-17"
1127,"Wheat","-","-","-","Kangemi Market"," - ","80.00/Kg",NULL,"Nairobi","2023-01-17"
1128,"Rice","Pishori","-","-","Kawangware"," - ","170.00/Kg",NULL,"Nairobi","2024-03-07"
1129,"Rice","Sindano","-","-","Kawangware","145.00/Kg","160.00/Kg",NULL,"Nairobi","2024-03-07"
1130,"Rice","Pishori","-","-","Makutano Kirinyaga","150.00/Kg","170.00/Kg","3000.00","Kirinyaga","2024-03-06"
1131,"Red Sorghum","-","-","-","Tseikuru","30.00/Kg","40.00/Kg","3000.00","Kitui","2024-02-15"
1132,"Red Sorghum","-","-","-","Kutus","65.00/Kg","75.00/Kg","900.00","Kirinyaga","2024-02-15"
1133,"Red Sorghum","-","-","-","Maua","60.00/Kg","70.00/Kg","1400.00","Meru","2024-02-15"
1134,"Wheat","-","-","-","Kangemi Market"," - ","80.00/Kg",NULL,"Nairobi","2023-01-17"
1135,"Rice","Sindano","-","-","Nyeri open air","130.00/Kg","150.00/Kg",NULL,"Nyeri","2024-03-06"
1136,"Rice","Pishori","-","-","Nyeri open air","180.00/Kg","200.00/Kg",NULL,"Nyeri","2024-03-06"
1137,"Red Sorghum","-","-","-","Kathwana","44.44/Kg","50.00/Kg","4500.00","Tharaka-Nithi","2024-02-14"
1138,"Red Sorghum","-","-","-","Rongo","100.00/Kg","137.80/Kg","1000.00","Migori","2024-02-14"
1139,"Wheat","-","-","-","Eldoret Main","90.00/Kg","100.00/Kg","5000.00","Uasin-Gishu","2023-01-17"
1140,"Wheat","-","-","-","Eldama Ravine","48.00/Kg","80.00/Kg","90.00","Baringo","2023-01-16"
1141,"Rice","Sindano","-","-","Nyakoe","120.00/Kg","140.00/Kg","3800.00","Kisii","2024-03-06"
1142,"Rice","Pishori","-","-","Nyakoe","166.67/Kg","200.00/Kg","2800.00","Kisii","2024-03-06"
1143,"Red Sorghum","-","-","-","Chepterit Market - Nandi","88.89/Kg","125.00/Kg","900.00","Nandi","2024-02-14"
1144,"Red Sorghum","-","-","-","Kangeta","70.00/Kg","80.00/Kg","750.00","Meru","2024-02-14"
1145,"Red Sorghum","-","-","-","Nakuru Wakulima","60.00/Kg"," - ",NULL,"Nakuru","2024-02-14"
1146,"Wheat","-","-","-","Nakuru Wakulima","63.33/Kg","70.00/Kg","18090.00","Nakuru","2023-01-16"
1147,"Wheat","-","-","-","Kiminini - Kitale","100.00/Kg","125.00/Kg","300.00","Trans-Nzoia","2023-01-15"
1148,"Wheat","-","-","-","Kiminini - Kitale","80.00/Kg","90.00/Kg","200.00","Trans-Nzoia","2023-01-15"
1149,"Rice","IRR","-","-","Cheptulu","94.00/Kg","120.00/Kg","2400.00","Vihiga","2024-03-06"
1150,"Rice","Sindano","-","-","Miruka","112.00/Kg","150.00/Kg","15000.00","Nyamira","2024-03-06"
1151,"Rice","Sindano","-","-","Webuye town","150.00/Kg","160.00/Kg","4000.00","Bungoma","2024-03-06"
1152,"Red Sorghum","-","-","-","Nyamakima","70.00/Kg","80.00/Kg",NULL,"Nairobi","2024-02-14"
1153,"Red Sorghum","-","-","-","Makutano Kirinyaga","30.00/Kg","35.00/Kg","800.00","Kirinyaga","2024-02-14"
1154,"Wheat","-","-","-","Nanyuki Open Air Market","66.67/Kg","80.00/Kg","4000.00","Laikipia","2023-01-14"
1155,"Wheat","-","-","-","Mpeketoni","150.00/Kg","200.00/Kg","160.00","Lamu","2023-01-14"
1156,"Rice","Sindano","-","-","Nakuru Wakulima","160.00/Kg"," - ","2500.00","Nakuru","2024-03-06"
1157,"Rice","Pishori","-","-","Nakuru Wakulima","200.00/Kg"," - ",NULL,"Nakuru","2024-03-06"
1158,"Red Sorghum","-","-","-","Daraja Mbili","46.67/Kg","52.00/Kg","240.00","Kisii","2024-02-13"
1159,"Red Sorghum","-","-","-","Nakuru Wakulima","60.00/Kg"," - ",NULL,"Nakuru","2024-02-13"
1160,"Red Sorghum","-","-","-","Ngurubani Market","31.11/Kg","35.00/Kg","500.00","Kirinyaga","2024-02-13"
1161,"Wheat","-","-","-","Nakuru Wakulima","63.33/Kg","70.00/Kg","2700.00","Nakuru","2023-01-13"
1162,"Wheat","-","-","-","Kerugoya","70.00/Kg","100.00/Kg","1000.00","Kirinyaga","2023-01-13"
1163,"Wheat","-","-","-","Eldoret Main","90.00/Kg","100.00/Kg","5000.00","Uasin-Gishu","2023-01-13"
1164,"Rice","Pishori","-","-","Nyamakima","162.00/Kg","190.00/Kg",NULL,"Nairobi","2024-03-06"
1165,"Rice","Pishori","-","-","Kerugoya","170.00/Kg","200.00/Kg","2000.00","Kirinyaga","2024-03-05"
1166,"Red Sorghum","-","-","-","Nyamakima","70.00/Kg","70.00/Kg",NULL,"Nairobi","2024-02-13"
1167,"Red Sorghum","-","-","-","Chuka","60.00/Kg","90.00/Kg","3000.00","Tharaka-Nithi","2024-02-13"
1168,"Red Sorghum","-","-","-","Molo"," - ","170.00/Kg","45.00","Nakuru","2024-02-12"
1169,"Wheat","-","-","-","Kangemi Market"," - ","70.00/Kg",NULL,"Nairobi","2023-01-13"
1170,"Wheat","-","-","-","Maua","88.89/Kg","100.00/Kg","720.00","Meru","2023-01-12"
1171,"Rice","IRR","-","-","Ngurubani Market","150.00/Kg","170.00/Kg","40000.00","Kirinyaga","2024-03-05"
1172,"Rice","Sindano","-","-","Nakuru Wakulima","160.00/Kg"," - ",NULL,"Nakuru","2024-03-05"
1173,"Rice","Pishori","-","-","Nakuru Wakulima","200.00/Kg"," - ",NULL,"Nakuru","2024-03-05"
1174,"Red Sorghum","-","-","-","Aram","37.05/Kg","46.32/Kg","1800.00","Siaya","2024-02-12"
1175,"Red Sorghum","-","-","-","Nakuru Wakulima","60.00/Kg"," - ",NULL,"Nakuru","2024-02-12"
1176,"Wheat","-","-","-","Kitale Municipality Market","100.00/Kg","125.00/Kg","300.00","Trans-Nzoia","2023-01-12"
1177,"Wheat","-","-","-","Cheptiret - Uasin Gishu","75.00/Kg","90.00/Kg","2000.00","Uasin-Gishu","2023-01-12"
1178,"Rice","Pishori","-","-","Ahero","185.00/Kg","200.00/Kg","4000.00","Kisumu","2024-03-05"
1179,"Rice","IRR","-","-","Ahero","150.00/Kg","165.00/Kg","6500.00","Kisumu","2024-03-05"
1180,"Red Sorghum","-","-","-","Kagio","80.00/Kg","100.00/Kg",NULL,"Kirinyaga","2024-02-12"
1181,"Red Sorghum","-","-","-","Nyamakima","70.00/Kg","90.00/Kg",NULL,"Nairobi","2024-02-10"
1182,"Red Sorghum","-","-","-","Kisasi","90.00/Kg","110.00/Kg",NULL,"Kitui","2024-02-09"
1183,"Red Sorghum","-","-","-","Nakuru Wakulima","60.00/Kg"," - ",NULL,"Nakuru","2024-02-09"
1184,"Wheat","-","-","-","Chaka","60.00/Kg","80.00/Kg",NULL,"Nyeri","2023-01-11"
1185,"Wheat","-","-","-","Mpeketoni","150.00/Kg","200.00/Kg","110.00","Lamu","2023-01-11"
1186,"Rice","Pishori","-","-","Kabiyet Market","100.00/Kg","130.00/Kg","4000.00","Nandi","2024-03-05"
1187,"Rice","IRR","-","-","Cheptulu"," - ","120.00/Kg","4000.00","Vihiga","2024-03-05"
1188,"Red Sorghum","-","-","-","Chuka","60.00/Kg","90.00/Kg","3000.00","Tharaka-Nithi","2024-02-09"
1189,"Red Sorghum","-","-","-","Ngurubani Market","30.00/Kg","40.00/Kg","800.00","Kirinyaga","2024-02-09"
1190,"Wheat","-","-","-","Eldoret Main","90.00/Kg","100.00/Kg","2500.00","Uasin-Gishu","2023-01-11"
1191,"Rice","Pishori","-","-","Katito","175.00/Kg","225.00/Kg","3500.00","Kisumu","2024-03-05"
1192,"Rice","IRR","-","-","Katito","125.00/Kg","175.00/Kg","5500.00","Kisumu","2024-03-05"
1193,"Rice","Pishori","-","-","Nyamakima","108.00/Kg","190.00/Kg",NULL,"Nairobi","2024-03-05"
1194,"Red Sorghum","-","-","-","Makutano Kirinyaga","30.00/Kg","40.00/Kg","500.00","Kirinyaga","2024-02-09"
1195,"Red Sorghum","-","-","-","Rongo","44.44/Kg","47.39/Kg","1200.00","Migori","2024-02-08"
1196,"Wheat","-","-","-","Nakuru Wakulima","63.33/Kg","70.00/Kg",NULL,"Nakuru","2023-01-10"
1197,"Rice","Sindano","-","-","Molo"," - ","200.00/Kg","70.00","Nakuru","2024-03-05"
1198,"Rice","IRR","-","-","Chuka","116.00/Kg","140.00/Kg","1000.00","Tharaka-Nithi","2024-03-05"
1199,"Red Sorghum","-","-","-","Tseikuru","30.00/Kg","40.00/Kg","2000.00","Kitui","2024-02-08"
1200,"Red Sorghum","-","-","-","Nakuru Wakulima","60.00/Kg"," - ",NULL,"Nakuru","2024-02-08"
1201,"Red Sorghum","-","-","-","Maua","60.00/Kg","70.00/Kg","1400.00","Meru","2024-02-08"
1202,"Wheat","-","-","-","Kerugoya","70.00/Kg","100.00/Kg","1500.00","Kirinyaga","2023-01-10"
1203,"Wheat","-","-","-","Kangemi Market"," - ","80.00/Kg",NULL,"Nairobi","2023-01-10"
1204,"Rice","IRR","-","-","Aram","132.00/Kg","135.66/Kg","3500.00","Siaya","2024-03-04"
1205,"Red Sorghum","-","-","-","Kutus","65.00/Kg","75.00/Kg","270.00","Kirinyaga","2024-02-08"
1206,"Red Sorghum","-","-","-","Kagio","80.00/Kg","100.00/Kg",NULL,"Kirinyaga","2024-02-08"
1207,"Wheat","-","-","-","Diani Market","110.00/Kg","120.00/Kg","3000.00","Kwale","2023-01-09"
1208,"Wheat","-","-","-","Daraja Mbili","64.44/Kg","100.00/Kg","450.00","Kisii","2023-01-09"
1209,"Rice","Sindano","-","-","Nakuru Wakulima","160.00/Kg"," - ",NULL,"Nakuru","2024-03-04"
1210,"Rice","IRR","-","-","Nakuru Wakulima","200.00/Kg"," - ","1550.00","Nakuru","2024-03-04"
1211,"Rice","Pishori","-","-","Kagio","150.00/Kg","180.00/Kg",NULL,"Kirinyaga","2024-03-04"
1212,"Red Sorghum","-","-","-","Nyeri open air","70.00/Kg","90.00/Kg",NULL,"Nyeri","2024-02-07"
1213,"Red Sorghum","-","-","-","Chepterit Market - Nandi","11.11/Kg","150.00/Kg","900.00","Nandi","2024-02-07"
1214,"Wheat","-","-","-","Nakuru Wakulima","63.33/Kg","70.00/Kg",NULL,"Nakuru","2023-01-09"
1215,"Wheat","-","-","-","Eldama Ravine","60.00/Kg","80.00/Kg","350.00","Baringo","2023-01-09"
1216,"Rice","Sindano","-","-","Kalundu","132.00/Kg","140.00/Kg",NULL,"Kitui","2024-03-04"
1217,"Rice","Pishori","-","-","Keroka","90.00/Kg","100.00/Kg","35200.00","Nyamira","2024-03-03"
1218,"Red Sorghum","-","-","-","Nakuru Wakulima","60.00/Kg"," - ",NULL,"Nakuru","2024-02-07"
1219,"Red Sorghum","-","-","-","Miruka","70.00/Kg","75.00/Kg","900.00","Nyamira","2024-02-07"
1220,"Red Sorghum","-","-","-","Kathwana","44.44/Kg","12.50/Kg","1440.00","Tharaka-Nithi","2024-02-07"
1221,"Wheat","-","-","-","Kangemi Market"," - ","90.00/Kg",NULL,"Nairobi","2023-01-09"
1222,"Wheat","-","-","-","Kibuye"," - ","70.00/Kg",NULL,"Kisumu","2023-01-08"
1223,"Wheat","-","-","-","Kiminini - Kitale","100.00/Kg","150.00/Kg","500.00","Trans-Nzoia","2023-01-08"
1224,"Rice","Pishori","-","-","Rongo","174.00/Kg","131.36/Kg","5000.00","Migori","2024-03-01"
1225,"Rice","Pishori","-","-","Kerugoya","160.00/Kg","200.00/Kg","2000.00","Kirinyaga","2024-03-01"
1226,"Red Sorghum","-","-","-","Kangeta","60.00/Kg","70.00/Kg","600.00","Meru","2024-02-07"
1227,"Red Sorghum","-","-","-","Gikomba","61.11/Kg","110.00/Kg",NULL,"Nairobi","2024-02-07"
1228,"Wheat","-","-","-","Mpeketoni","150.00/Kg","200.00/Kg","140.00","Lamu","2023-01-07"
1229,"Wheat","-","-","-","Kerugoya","70.00/Kg","100.00/Kg","1000.00","Kirinyaga","2023-01-06"
1230,"Wheat","-","-","-","Eldoret Main","90.00/Kg","100.00/Kg","5600.00","Uasin-Gishu","2023-01-06"
1231,"Rice","Sindano","-","-","Nakuru Wakulima","160.00/Kg"," - ",NULL,"Nakuru","2024-03-01"
1232,"Red Sorghum","-","-","-","Nyamakima","0.70/Kg","90.00/Kg",NULL,"Nairobi","2024-02-07"
1233,"Red Sorghum","-","-","-","Nyamakima","0.70/Kg","90.00/Kg",NULL,"Nairobi","2024-02-06"
1234,"Wheat","-","-","-","Marikiti"," - ","70.00/Kg",NULL,"Mombasa","2023-01-05"
1235,"Wheat","-","-","-","Maua","88.89/Kg","100.00/Kg","900.00","Meru","2023-01-05"
1236,"Rice","Pishori","-","-","Nakuru Wakulima","200.00/Kg"," - ",NULL,"Nakuru","2024-03-01"
1237,"Rice","Sindano","-","-","Nyamakima","124.00/Kg","130.00/Kg",NULL,"Nairobi","2024-03-01"
1238,"Rice","Pishori","-","-","Nyamakima","160.00/Kg","190.00/Kg",NULL,"Nairobi","2024-03-01"
1239,"Red Sorghum","-","-","-","Chuka","60.00/Kg","90.00/Kg","3000.00","Tharaka-Nithi","2024-02-06"
1240,"Wheat","-","-","-","Diani Market","100.00/Kg","120.00/Kg","3000.00","Kwale","2023-01-04"
1241,"Wheat","-","-","-","Chaka","61.11/Kg","85.00/Kg",NULL,"Nyeri","2023-01-04"
1242,"Wheat","-","-","-","Cheptiret - Uasin Gishu","90.00/Kg","100.00/Kg","2000.00","Uasin-Gishu","2023-01-04"
1243,"Wheat","-","-","-","Mpeketoni","150.00/Kg","200.00/Kg","130.00","Lamu","2023-01-04"
1244,"Rice","Pishori","-","-","Ngurubani Market","150.00/Kg","170.00/Kg","40000.00","Kirinyaga","2024-03-01"
1245,"Rice","Pishori","-","-","Makutano Kirinyaga","150.00/Kg","170.00/Kg","2500.00","Kirinyaga","2024-03-01"
1246,"Rice","IRR","-","-","Chuka","124.00/Kg","140.00/Kg","4000.00","Tharaka-Nithi","2024-03-01"
1247,"Red Sorghum","-","-","-","Nakuru Wakulima","60.00/Kg"," - ",NULL,"Nakuru","2024-02-06"
1248,"Red Sorghum","-","-","-","Ngurubani Market","30.00/Kg","40.00/Kg","1000.00","Kirinyaga","2024-02-06"
1249,"Wheat","-","-","-","Eldoret Main","90.00/Kg","110.00/Kg","2500.00","Uasin-Gishu","2023-01-04"
1250,"Rice","Sindano","-","-","Kabati Kitui","150.00/Kg","180.00/Kg","2500.00","Kitui","2024-02-29"
1251,"Rice","IRR","-","-","Kabati Kitui","150.00/Kg","190.00/Kg","2500.00","Kitui","2024-02-29"
1252,"Red Sorghum","-","-","-","Bondeni","85.00/Kg","95.00/Kg","90.00","Trans-Nzoia","2024-02-06"
1253,"Red Sorghum","-","-","-","Molo"," - ","170.00/Kg","50.00","Nakuru","2024-02-05"
1254,"Red Sorghum","-","-","-","Daraja Mbili","53.33/Kg","60.00/Kg","400.00","Kisii","2024-02-05"
1255,"Wheat","-","-","-","Kangemi Market","75.00/Kg","100.00/Kg",NULL,"Nairobi","2023-01-04"
1256,"Wheat","-","-","-","Kerugoya","75.00/Kg","100.00/Kg","1500.00","Kirinyaga","2023-01-03"
1257,"Wheat","-","-","-","Kangemi Market","75.00/Kg","100.00/Kg",NULL,"Nairobi","2023-01-03"
1258,"Rice","Pishori","-","-","Rongo","174.00/Kg","136.32/Kg","5000.00","Migori","2024-02-29"
1259,"Red Sorghum","-","-","-","Nakuru Wakulima","60.00/Kg"," - ",NULL,"Nakuru","2024-02-05"
1260,"Red Sorghum","-","-","-","Aram","37.05/Kg","46.32/Kg","1800.00","Siaya","2024-02-05"
1261,"Wheat","-","-","-","Kerugoya","75.00/Kg","100.00/Kg","1000.00","Kirinyaga","2022-12-30"
1262,"Wheat","-","-","-","Nakuru Wakulima","63.33/Kg","70.00/Kg",NULL,"Nakuru","2022-12-29"
1263,"Red Sorghum","-","-","-","Nyamakima","70.00/Kg","80.00/Kg",NULL,"Nairobi","2024-02-05"
1264,"Red Sorghum","-","-","-","Kutus","70.00/Kg","80.00/Kg","0.00","Kirinyaga","2024-02-05"
1265,"Red Sorghum","-","-","-","Kagio","80.00/Kg","100.00/Kg",NULL,"Kirinyaga","2024-02-05"
1266,"Rice","Sindano","-","-","Molo"," - ","200.00/Kg","240.00","Nakuru","2024-02-29"
1267,"Rice","Sindano","-","-","Nakuru Wakulima","160.00/Kg"," - ","2500.00","Nakuru","2024-02-29"
1268,"Rice","Pishori","-","-","Nakuru Wakulima","200.00/Kg"," - ",NULL,"Nakuru","2024-02-29"
1269,"Wheat","-","-","-","Diani Market","110.00/Kg","120.00/Kg","2500.00","Kwale","2022-12-28"
1270,"Wheat","-","-","-","Kibuye"," - ","75.00/Kg",NULL,"Kisumu","2022-12-28"
1271,"Red Sorghum","-","-","-","Gikomba","61.11/Kg","110.00/Kg",NULL,"Nairobi","2024-02-05"
1272,"Red Sorghum","-","-","-","Kibiok","90.00/Kg","250.00/Kg","600.00","Nandi","2024-02-04"
1273,"Rice","Sindano","-","-","Gikomba","135.00/Kg","85.00/Kg",NULL,"Nairobi","2024-02-29"
1274,"Rice","Pishori","-","-","Gikomba","155.00/Kg","200.00/Kg",NULL,"Nairobi","2024-02-29"
1275,"Wheat","-","-","-","Nakuru Wakulima","63.33/Kg","70.00/Kg",NULL,"Nakuru","2022-12-28"
1276,"Wheat","-","-","-","Cheptiret - Uasin Gishu","65.00/Kg","90.00/Kg","3000.00","Uasin-Gishu","2022-12-28"
1277,"Red Sorghum","-","-","-","Molo"," - ","170.00/Kg","7.00","Nakuru","2024-02-03"
1278,"Red Sorghum","-","-","-","Chwele","71.11/Kg","100.00/Kg","360.00","Bungoma","2024-02-02"
1279,"Rice","IRR","-","-","Gikomba","80.00/Kg","130.00/Kg",NULL,"Nairobi","2024-02-29"
1280,"Rice","Pishori","-","-","Makutano Kirinyaga","150.00/Kg","170.00/Kg","2500.00","Kirinyaga","2024-02-28"
1281,"Wheat","-","-","-","Mpeketoni","150.00/Kg","200.00/Kg","170.00","Lamu","2022-12-28"
1282,"Wheat","-","-","-","Kiminini - Kitale","100.00/Kg","125.00/Kg","200.00","Trans-Nzoia","2022-12-25"
1283,"Red Sorghum","-","-","-","Nakuru Wakulima","60.00/Kg"," - ",NULL,"Nakuru","2024-02-02"
1284,"Red Sorghum","-","-","-","Chuka","60.00/Kg","90.00/Kg","3000.00","Tharaka-Nithi","2024-02-02"
1285,"Rice","Sindano","-","-","Nakuru Wakulima","160.00/Kg"," - ",NULL,"Nakuru","2024-02-28"
1286,"Rice","Pishori","-","-","Nakuru Wakulima","200.00/Kg"," - ",NULL,"Nakuru","2024-02-28"
1287,"Ground Nuts","Large Brown","-","-","Kibiok","175.00/Kg","200.00/Kg","1200.00","Nandi","2024-03-10"
1288,"Wheat","-","-","-","Mpeketoni","150.00/Kg","200.00/Kg","130.00","Lamu","2022-12-24"
1289,"Wheat","-","-","-","Diani Market","110.00/Kg","120.00/Kg","3500.00","Kwale","2022-12-23"
1290,"Red Sorghum","-","-","-","Ngurubani Market","31.11/Kg","40.00/Kg","400.00","Kirinyaga","2024-02-02"
1291,"Red Sorghum","-","-","-","Makutano Kirinyaga","30.00/Kg","40.00/Kg","500.00","Kirinyaga","2024-02-02"
1292,"Red Sorghum","-","-","-","Nakuru Wakulima","60.00/Kg"," - ",NULL,"Nakuru","2024-02-01"
